Waf: Entering directory `/home/anon/tarball/ns-allinone-3.35/ns-3.35/build'
Waf: Leaving directory `/home/anon/tarball/ns-allinone-3.35/ns-3.35/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.558s)
22.3046 0.0587139 5360 4824
22.3065 0.00190735 4824 4288
22.4277 0.121202 4288 4824
22.4329 0.00523186 4824 4288
22.5565 0.123581 4288 4824
22.6176 0.0610752 4824 5360
22.6791 0.0615444 5360 5896
22.7397 0.060564 5896 6432
22.8022 0.0624886 6432 6968
22.9262 0.124056 6968 6432
22.9267 0.000471115 6432 6057
22.9272 0.000471115 6057 5870
22.9277 0.000473022 5870 5226
22.9281 0.000471115 5226 4824
22.9878 0.0596581 4824 5226
23.0489 0.0610924 5226 5360
23.1133 0.0643787 5360 4824
23.2378 0.124525 4824 4288
23.422 0.184185 4288 4824
23.4821 0.0601292 4824 5360
23.5437 0.0615463 5360 5896
23.6663 0.12262 5896 6432
23.7288 0.0625076 6432 5896
23.7293 0.000473022 5896 5514
23.7297 0.000471115 5514 4824
23.8514 0.121695 4824 5360
23.913 0.0615463 5360 5896
24.0365 0.123581 5896 4824
24.1611 0.124527 4824 4288
24.2842 0.12311 4288 4824
24.3453 0.0610752 4824 5360
24.4082 0.0629807 5360 4824
24.4087 0.000471115 4824 4288
24.5318 0.12311 4288 4824
24.5929 0.0610752 4824 5360
24.6544 0.0615444 5360 5896
24.7202 0.065794 5896 6432
24.8443 0.124054 6432 5896
24.8448 0.000473022 5896 5514
24.9016 0.0568256 5514 4824
24.9646 0.0629807 4824 4288
25.0261 0.0615444 4288 4824
25.0294 0.00332451 4824 4288
25.0896 0.0601864 4288 3752
25.091 0.00139618 3752 4288
25.1526 0.0616035 4288 3752
25.2758 0.123131 3752 4288
25.458 0.182257 4288 4824
25.4623 0.00426674 4824 5360
25.5234 0.0610943 5360 4824
25.5238 0.000471115 4824 4422
25.5243 0.000471115 4422 4020
25.5248 0.000473022 4020 3752
25.5854 0.0606022 3752 4020
25.6465 0.0610924 4020 4288
25.8287 0.182238 4288 4824
25.833 0.00428772 4824 5360
25.8936 0.0606194 5360 4824
25.8941 0.000473022 4824 4422
25.8946 0.000471115 4422 4020
25.895 0.000473022 4020 3752
25.9543 0.0592232 3752 3216
25.9552 0.000925064 3216 4020
25.9566 0.00141525 4020 3752
26.0158 0.059206 3752 4020
26.0759 0.060091 4020 4288
26.1374 0.0615444 4288 4824
26.2615 0.124056 4824 4288
26.262 0.000471115 4288 4020
26.2624 0.000473022 4020 3752
26.323 0.0606003 3752 4020
26.3841 0.0610943 4020 4288
26.511 0.126886 4288 4824
26.5707 0.0596371 4824 5360
26.6322 0.0615463 5360 5896
26.7548 0.122639 5896 5360
26.7553 0.000471115 5360 4969
26.7558 0.000473022 4969 4422
26.7563 0.000471115 4422 4288
26.8164 0.0601292 4288 4422
26.8779 0.0615463 4422 4824
26.9433 0.0653591 4824 3752
27.0049 0.0615654 3752 4288
27.0674 0.0624905 4288 4824
27.1284 0.0610733 4824 5360
27.19 0.0615444 5360 5896
27.2506 0.0606022 5896 5360
27.251 0.000473022 5360 4969
27.2515 0.000490189 4969 4422
27.252 0.000473022 4422 4288
27.3121 0.0601101 4288 4422
27.3155 0.00336075 4422 3752
27.3775 0.0619984 3752 3886
27.4386 0.0610924 3886 4288
27.5001 0.0615463 4288 4824
27.6227 0.12262 4824 5360
27.8102 0.187468 5360 5896
27.8713 0.0610752 5896 6432
27.8741 0.00284958 6432 6004
27.8746 0.000473022 6004 5789
27.9319 0.0572968 5789 4824
27.9343 0.00239944 4824 4288
27.9352 0.000925064 4288 4824
28.0569 0.121695 4824 5360
28.1213 0.0643959 5360 4824
28.3041 0.182768 4824 5360
28.368 0.0639439 5360 4824
28.4253 0.0572605 4824 4288
28.4296 0.00430489 4288 4824
28.5536 0.124035 4824 5360
28.6152 0.0615463 5360 5413
28.6758 0.0606003 5413 5896
28.7368 0.0610752 5896 6432
28.7989 0.0620365 6432 5896
28.7994 0.000471115 5896 5514
28.7998 0.000473022 5514 4824
28.9215 0.121695 4824 5360
29.0488 0.127319 5360 5896
29.1099 0.0610733 5896 6432
29.1715 0.0615463 6432 6968
29.2359 0.0643959 6968 6432
29.2363 0.000473022 6432 6057
29.2368 0.000471115 6057 5870
29.2922 0.0554295 5870 5226
29.2927 0.000471115 5226 4824
29.2979 0.00517273 4824 5226
29.359 0.0610924 5226 5360
29.4201 0.0610943 5360 4824
29.5394 0.119333 4824 4288
29.5427 0.00334358 4288 3752
29.601 0.0582218 3752 4288
29.6658 0.0648689 4288 4824
29.7278 0.0620174 4824 5360
29.7894 0.0615463 5360 5896
29.912 0.122618 5896 6432
30.0394 0.12734 6432 6968
30.1009 0.0615635 6968 6432
30.1014 0.000473022 6432 6057
30.1019 0.000471115 6057 5870
30.1023 0.000473022 5870 5226
30.1028 0.000471115 5226 4824
30.1629 0.0601311 4824 5226
30.3438 0.18088 5226 4288
30.3467 0.00287056 4288 3752
30.4054 0.0586929 3752 4288
30.4082 0.00285149 4288 4690
30.4679 0.0596581 4690 3752
30.5299 0.0620174 3752 4154
30.591 0.0610924 4154 4223
30.6525 0.0615463 4223 4291
30.7141 0.0615463 4291 4357
30.7771 0.0629807 4357 3752
30.8386 0.0615444 3752 3821
30.9613 0.122639 3821 4288
31.0228 0.0615654 4288 3752
31.1492 0.126394 3752 3828
31.2108 0.0615463 3828 3903
31.332 0.121222 3903 3216
31.3935 0.0615463 3216 3367
31.4551 0.0615654 3367 3752
31.4593 0.00424767 3752 3828
31.5195 0.0601292 3828 3216
31.581 0.0615463 3216 3292
31.6426 0.0615444 3292 3752
31.7023 0.0596962 3752 3828
31.7638 0.0615463 3828 3903
31.8869 0.123091 3903 3976
32.3798 0.492855 3976 3216
32.4413 0.0615654 3216 3292
32.4432 0.00185013 3292 3216
32.4436 0.000473022 3216 2680
32.5052 0.0615463 2680 3292
32.5663 0.0610924 3292 3379
32.626 0.0597153 3379 3464
32.6292 0.00324631 3464 3546
32.6903 0.0610733 3546 3627
32.75 0.0597153 3627 3706
32.7533 0.00324631 3706 3783
32.8143 0.0610733 3783 3858
32.8759 0.0615463 3858 4288
33.0013 0.12545 4288 4824
33.0624 0.0610733 4824 5360
33.124 0.0615654 5360 4824
33.1245 0.000473022 4824 4422
33.1249 0.000469208 4422 4020
33.1254 0.000473022 4020 3752
33.1865 0.0610924 3752 4020
33.187 0.000473022 4020 3752
33.1874 0.000473022 3752 3216
33.249 0.0615616 3216 4020
33.3702 0.121223 4020 3216
33.4318 0.0615463 3216 3484
33.4933 0.0615654 3484 3752
33.4967 0.0033226 3752 3828
33.5582 0.0615463 3828 4288
33.6207 0.0625076 4288 3752
33.6785 0.0577507 3752 3484
33.6789 0.000473022 3484 3216
33.6823 0.0033226 3216 3484
33.7438 0.0615654 3484 3752
33.8049 0.0610733 3752 3828
33.8664 0.0615463 3828 4288
34.0501 0.183674 4288 3752
34.0506 0.000469208 3752 3484
34.0516 0.000984192 3484 3216
34.1117 0.0600891 3216 3484
34.1751 0.0634918 3484 2680
34.2348 0.0596581 2680 2144
34.2367 0.00190735 2144 2680
34.2964 0.059639 2680 2948
34.3007 0.00432587 2948 3045
34.3622 0.0615425 3045 3139
34.4243 0.0620384 3139 2144
34.4858 0.0615463 2144 2603
34.5454 0.059639 2603 2144
34.5474 0.00192642 2144 1608
34.6089 0.0615425 1608 2603
34.732 0.123131 2603 1608
34.7936 0.0615463 1608 2067
34.7945 0.00094223 2067 2205
34.8561 0.0615463 2205 2335
34.857 0.000946045 2335 2458
34.9181 0.0610733 2458 2574
34.919 0.00094223 2574 2685
34.9801 0.0610733 2685 2792
35.0417 0.0615463 2792 2894
35.1032 0.0615463 2894 2993
35.1648 0.0615463 2993 3088
35.2263 0.0615463 3088 3181
35.2878 0.0615425 3181 3271
35.3494 0.0615463 3271 3358
35.3513 0.00190735 3358 2680
35.411 0.0596581 2680 2144
35.4114 0.000473022 2144 2067
35.4119 0.000492096 2067 1608
35.4128 0.000923157 1608 2067
35.4739 0.0610924 2067 2205
35.5355 0.0615463 2205 2335
35.5364 0.00094223 2335 2458
35.5975 0.0610733 2458 2574
35.5984 0.000946045 2574 2685
35.6595 0.0610733 2685 2792
35.7211 0.0615463 2792 2894
35.7826 0.0615463 2894 2993
35.8442 0.0615425 2993 3088
35.9057 0.0615463 3088 3181
35.9672 0.0615463 3181 3271
36.0288 0.0615463 3271 3358
36.0307 0.00188828 3358 3443
36.0918 0.0610733 3443 3526
36.1528 0.0610733 3526 3607
36.1547 0.00188828 3607 3686
36.2158 0.0610733 3686 3763
36.2769 0.0610733 3763 3839
36.3384 0.0615463 3839 4288
36.4028 0.0643768 4288 4355
36.4658 0.0629807 4355 3752
36.5245 0.058712 3752 3216
36.649 0.124508 3216 3752
36.6499 0.000965118 3752 3828
36.7129 0.0629425 3828 4288
36.8355 0.12262 4288 4824
36.8975 0.0620346 4824 4288
36.898 0.000473022 4288 3874
36.8985 0.000473022 3874 3618
36.899 0.000469208 3618 3216
36.9591 0.0601311 3216 3618
37.0817 0.122658 3618 2680
37.1433 0.0615463 2680 3082
37.2044 0.0610924 3082 3175
37.2659 0.0615463 3175 3265
37.3275 0.0615425 3265 3352
37.389 0.0615654 3352 2680
37.4506 0.0615463 2680 2816
37.453 0.00238037 2816 2918
37.5145 0.0615463 2918 3016
37.5761 0.0615425 3016 3111
37.6376 0.0615463 3111 3203
37.6992 0.0615463 3203 3292
37.7607 0.0615463 3292 3379
37.8218 0.0610733 3379 3464
37.8833 0.0615654 3464 2680
37.9449 0.0615463 2680 2816
37.9473 0.00237656 2816 2918
38.0694 0.122169 2918 2144
38.131 0.0615425 2144 2382
38.1925 0.0615463 2382 2502
38.194 0.00143433 2502 2616
38.2545 0.060585 2616 2725
38.256 0.00143433 2725 2830
38.3175 0.0615463 2830 2931
38.3791 0.0615463 2931 3029
38.4406 0.0615425 3029 3123
38.5022 0.0615463 3123 3214
38.5637 0.0615463 3214 3303
38.6252 0.0615463 3303 3389
38.6863 0.0610542 3389 3473
38.6882 0.00190735 3473 3555
38.7493 0.0610733 3555 3635
38.8103 0.0610542 3635 3714
38.8724 0.0620346 3714 2680
38.8729 0.000492096 2680 2382
38.8733 0.000473022 2382 2144
38.9339 0.0605812 2144 2382
38.9955 0.0615654 2382 2502
38.9974 0.00190735 2502 2616
39.0575 0.060112 2616 2725
39.0594 0.00190735 2725 2830
39.121 0.0615425 2830 2931
39.1825 0.0615463 2931 3029
39.244 0.0615463 3029 3123
39.3056 0.0615463 3123 3214
39.3671 0.0615463 3214 3303
39.4287 0.0615425 3303 3389
39.4893 0.060585 3389 3473
39.4916 0.00237656 3473 3555
39.5527 0.0610771 3555 3635
39.6133 0.0605812 3635 3714
39.6157 0.00238037 3714 3791
39.6767 0.0610733 3791 3866
39.7383 0.0615616 3866 3216
39.7388 0.000473022 3216 2680
39.7393 0.000473022 2680 2382
39.7397 0.000473022 2382 2144
39.7999 0.0601273 2144 2382
39.8614 0.0615463 2382 2502
39.922 0.0606003 2502 2616
39.9234 0.00141907 2616 2725
39.984 0.0606003 2725 2830
40.0456 0.0615463 2830 2931
40.1071 0.0615463 2931 3029
40.1687 0.0615425 3029 3123
40.2302 0.0615463 3123 3214
40.2918 0.0615463 3214 3303
40.3533 0.0615463 3303 3389
40.3552 0.00188828 3389 3473
40.4163 0.0610733 3473 3555
40.4773 0.0610733 3555 3635
40.4792 0.00188828 3635 3714
40.5403 0.0610733 3714 3791
40.6014 0.0610733 3791 3866
40.6629 0.0615463 3866 4288
40.8495 0.186543 4288 3216
40.9726 0.123112 3216 3752
41.0336 0.0610733 3752 3828
41.0952 0.0615463 3828 4288
41.1567 0.0615463 4288 4355
41.1586 0.00188446 4355 4420
41.2197 0.0610771 4420 4484
41.2822 0.0625076 4484 3752
41.2827 0.000473022 3752 3216
41.4058 0.123108 3216 3752
41.4669 0.0610733 3752 3828
41.5284 0.0615463 3828 4288
41.59 0.0615654 4288 3752
41.5904 0.000473022 3752 3216
41.6525 0.0620346 3216 2680
41.714 0.0615463 2680 3216
41.7746 0.0606194 3216 3305
41.7775 0.00283432 3305 3391
41.8381 0.0605812 3391 3475
41.8987 0.0606232 3475 3557
41.9015 0.00283051 3557 3637
41.9621 0.0605812 3637 3715
42.0227 0.0606232 3715 3792
42.0255 0.00283051 3792 3867
42.0876 0.0620384 3867 3216
42.2107 0.123108 3216 3752
42.2718 0.0610733 3752 3828
42.3333 0.0615463 3828 4288
42.3949 0.0615463 4288 4824
42.517 0.122128 4824 5360
42.7045 0.187489 5360 5896
42.7655 0.0610542 5896 6432
42.8276 0.0620384 6432 5896
42.828 0.000469208 5896 5514
42.8295 0.00143814 5514 4824
42.8304 0.00094223 4824 4288
42.8896 0.0592041 4288 4824
42.8915 0.00190735 4824 4288
42.892 0.000453949 4288 4824
43.0113 0.119354 4824 4288
43.1979 0.186543 4288 4824
43.2021 0.00424957 4824 5360
43.2637 0.0615425 5360 5896
43.3243 0.0606232 5896 6432
43.3835 0.0592041 6432 5896
43.384 0.000473022 5896 4824
43.4503 0.0663223 4824 4288
43.5729 0.12262 4288 4355
43.6349 0.0620155 4355 4824
43.696 0.0610733 4824 5360
43.7576 0.0615463 5360 5896
43.8191 0.0615654 5896 5360
43.8201 0.000946045 5360 4422
43.8205 0.000469208 4422 4288
43.8811 0.0606041 4288 4422
44.0038 0.122639 4422 4824
44.0075 0.00375366 4824 5360
44.0691 0.0615463 5360 5896
44.1301 0.0610733 5896 6432
44.1917 0.0615463 6432 6968
44.2551 0.0634537 6968 6432
44.2556 0.000473022 6432 6057
